date	inst	party	value
2001-01-05	Infratestdimap	spd	38.0
2001-01-03	Forsa	gru	6.0
2001-01-03	Forsa	cdu	37.0
2001-01-03	Forsa	afd	
2001-01-03	Forsa	lin	6.0
2001-01-03	Forsa	son	5.0
2001-01-03	Forsa	fdp	6.0
2001-01-03	Forsa	rep	
2001-01-03	Forsa	pir	
2001-01-03	Forsa	spd	40.0
2000-12-29	Emnid	gru	6.0
2000-12-29	Emnid	cdu	37.0
2000-12-29	Emnid	afd	
2000-12-29	Emnid	lin	5.0
2000-12-29	Emnid	son	6.0
2000-12-29	Emnid	fdp	7.0
2000-12-29	Emnid	rep	
2000-12-29	Emnid	pir	
2000-12-29	Emnid	spd	39.0
2000-12-22	Infratestdimap	gru	7.0
2000-12-22	Infratestdimap	cdu	37.0
2000-12-22	Infratestdimap	afd	
2000-12-22	Infratestdimap	lin	6.0
2000-12-22	Infratestdimap	son	5.0
2000-12-22	Infratestdimap	fdp	6.0
2000-12-22	Infratestdimap	rep	
2000-12-22	Infratestdimap	pir	
2000-12-22	Infratestdimap	spd	39.0
2000-12-20	Allensbach	gru	7.4
2000-12-20	Allensbach	cdu	35.2
2000-12-20	Allensbach	afd	
2000-12-20	Allensbach	lin	6.0
2000-12-20	Allensbach	son	2.6
2000-12-20	Allensbach	fdp	9.6
2000-12-20	Allensbach	rep	1.1
2000-12-20	Allensbach	pir	
2000-12-20	Allensbach	spd	38.1
2000-12-15	Emnid	gru	6.0
2000-12-15	Emnid	cdu	36.0
2000-12-15	Emnid	afd	
2000-12-15	Emnid	lin	5.0
2000-12-15	Emnid	son	7.0
2000-12-15	Emnid	fdp	7.0
2000-12-15	Emnid	rep	
2000-12-15	Emnid	pir	
2000-12-15	Emnid	spd	39.0
2000-12-15	Infratestdimap	gru	8.0
2000-12-15	Infratestdimap	cdu	37.0
2000-12-15	Infratestdimap	afd	
2000-12-15	Infratestdimap	lin	5.0
2000-12-15	Infratestdimap	son	4.0
2000-12-15	Infratestdimap	fdp	7.0
2000-12-15	Infratestdimap	rep	
2000-12-15	Infratestdimap	pir	
2000-12-15	Infratestdimap	spd	39.0
2000-12-15	FGW	gru	6.0
2000-12-15	FGW	cdu	39.0
2000-12-15	FGW	afd	
2000-12-15	FGW	lin	4.0
2000-12-15	FGW	son	
2000-12-15	FGW	fdp	5.0
2000-12-15	FGW	rep	
2000-12-15	FGW	pir	
2000-12-15	FGW	spd	44.0
2000-12-13	Forsa	gru	6.0
2000-12-13	Forsa	cdu	36.0
2000-12-13	Forsa	afd	
2000-12-13	Forsa	lin	6.0
2000-12-13	Forsa	son	4.0
2000-12-13	Forsa	fdp	8.0
2000-12-13	Forsa	rep	
2000-12-13	Forsa	pir	
2000-12-13	Forsa	spd	40.0
2000-12-08	Emnid	gru	6.0
2000-12-08	Emnid	cdu	37.0
2000-12-08	Emnid	afd	
2000-12-08	Emnid	lin	5.0
2000-12-08	Emnid	son	6.0
2000-12-08	Emnid	fdp	7.0
2000-12-08	Emnid	rep	
2000-12-08	Emnid	pir	
2000-12-08	Emnid	spd	39.0
2000-12-08	Infratestdimap	gru	8.0
2000-12-08	Infratestdimap	cdu	36.0
2000-12-08	Infratestdimap	afd	
2000-12-08	Infratestdimap	lin	5.0
2000-12-08	Infratestdimap	son	4.0
2000-12-08	Infratestdimap	fdp	8.0
2000-12-08	Infratestdimap	rep	
2000-12-08	Infratestdimap	pir	
2000-12-08	Infratestdimap	spd	39.0
2000-12-06	Forsa	gru	6.0
2000-12-06	Forsa	cdu	38.0
2000-12-06	Forsa	afd	
2000-12-06	Forsa	lin	5.0
2000-12-06	Forsa	son	5.0
2000-12-06	Forsa	fdp	7.0
2000-12-06	Forsa	rep	
2000-12-06	Forsa	pir	
2000-12-06	Forsa	spd	39.0
2000-12-01	Emnid	gru	6.0
2000-12-01	Emnid	cdu	37.0
2000-12-01	Emnid	afd	
2000-12-01	Emnid	lin	6.0
2000-12-01	Emnid	son	7.0
2000-12-01	Emnid	fdp	6.0
2000-12-01	Emnid	rep	
2000-12-01	Emnid	pir	
2000-12-01	Emnid	spd	38.0
2000-12-01	Infratestdimap	gru	8.0
2000-12-01	Infratestdimap	cdu	37.0
2000-12-01	Infratestdimap	afd	
2000-12-01	Infratestdimap	lin	5.0
2000-12-01	Infratestdimap	son	5.0
2000-12-01	Infratestdimap	fdp	7.0
2000-12-01	Infratestdimap	rep	
2000-12-01	Infratestdimap	pir	
2000-12-01	Infratestdimap	spd	38.0
2000-11-29	Forsa	gru	6.0
2000-11-29	Forsa	cdu	36.0
2000-11-29	Forsa	afd	
2000-11-29	Forsa	lin	6.0
2000-11-29	Forsa	son	5.0
2000-11-29	Forsa	fdp	7.0
2000-11-29	Forsa	rep	
2000-11-29	Forsa	pir	
2000-11-29	Forsa	spd	40.0
2000-11-24	Emnid	gru	6.0
2000-11-24	Emnid	cdu	38.0
2000-11-24	Emnid	afd	
2000-11-24	Emnid	lin	6.0
2000-11-24	Emnid	son	5.0
2000-11-24	Emnid	fdp	7.0
2000-11-24	Emnid	rep	
2000-11-24	Emnid	pir	
2000-11-24	Emnid	spd	38.0
2000-11-24	Infratestdimap	gru	7.0
2000-11-24	Infratestdimap	cdu	37.0
2000-11-24	Infratestdimap	afd	
2000-11-24	Infratestdimap	lin	5.0
2000-11-24	Infratestdimap	son	5.0
2000-11-24	Infratestdimap	fdp	7.0
2000-11-24	Infratestdimap	rep	
2000-11-24	Infratestdimap	pir	
2000-11-24	Infratestdimap	spd	39.0
2000-11-22	Forsa	gru	6.0
2000-11-22	Forsa	cdu	37.0
2000-11-22	Forsa	afd	
2000-11-22	Forsa	lin	5.0
2000-11-22	Forsa	son	5.0
2000-11-22	Forsa	fdp	8.0
2000-11-22	Forsa	rep	
2000-11-22	Forsa	pir	
2000-11-22	Forsa	spd	39.0
2000-11-17	Emnid	gru	5.0
2000-11-17	Emnid	cdu	38.0
2000-11-17	Emnid	afd	
2000-11-17	Emnid	lin	5.0
2000-11-17	Emnid	son	7.0
2000-11-17	Emnid	fdp	7.0
2000-11-17	Emnid	rep	
2000-11-17	Emnid	pir	
2000-11-17	Emnid	spd	38.0
2000-11-17	Infratestdimap	gru	7.0
2000-11-17	Infratestdimap	cdu	37.0
2000-11-17	Infratestdimap	afd	
2000-11-17	Infratestdimap	lin	6.0
2000-11-17	Infratestdimap	son	4.0
2000-11-17	Infratestdimap	fdp	7.0
2000-11-17	Infratestdimap	rep	
2000-11-17	Infratestdimap	pir	
2000-11-17	Infratestdimap	spd	39.0
2000-11-17	FGW	gru	6.0
2000-11-17	FGW	cdu	39.0
2000-11-17	FGW	afd	
2000-11-17	FGW	lin	4.0
2000-11-17	FGW	son	
2000-11-17	FGW	fdp	5.0
2000-11-17	FGW	rep	
2000-11-17	FGW	pir	
2000-11-17	FGW	spd	44.0
2000-11-15	Forsa	gru	6.0
2000-11-15	Forsa	cdu	35.0
2000-11-15	Forsa	afd	
2000-11-15	Forsa	lin	6.0
2000-11-15	Forsa	son	6.0
2000-11-15	Forsa	fdp	6.0
2000-11-15	Forsa	rep	
2000-11-15	Forsa	pir	
2000-11-15	Forsa	spd	41.0
2000-11-15	Allensbach	gru	7.4
2000-11-15	Allensbach	cdu	33.8
2000-11-15	Allensbach	afd	
2000-11-15	Allensbach	lin	6.1
2000-11-15	Allensbach	son	3.4
2000-11-15	Allensbach	fdp	9.6
2000-11-15	Allensbach	rep	1.9
2000-11-15	Allensbach	pir	
2000-11-15	Allensbach	spd	37.8
2000-11-10	Emnid	gru	6.0
2000-11-10	Emnid	cdu	37.0
2000-11-10	Emnid	afd	
2000-11-10	Emnid	lin	5.0
2000-11-10	Emnid	son	7.0
2000-11-10	Emnid	fdp	7.0
2000-11-10	Emnid	rep	
2000-11-10	Emnid	pir	
2000-11-10	Emnid	spd	38.0
2000-11-10	Infratestdimap	gru	6.0
2000-11-10	Infratestdimap	cdu	37.0
2000-11-10	Infratestdimap	afd	
2000-11-10	Infratestdimap	lin	6.0
2000-11-10	Infratestdimap	son	5.0
2000-11-10	Infratestdimap	fdp	7.0
2000-11-10	Infratestdimap	rep	
2000-11-10	Infratestdimap	pir	
2000-11-10	Infratestdimap	spd	39.0
2000-11-08	Forsa	gru	6.0
2000-11-08	Forsa	cdu	35.0
2000-11-08	Forsa	afd	
2000-11-08	Forsa	lin	6.0
2000-11-08	Forsa	son	5.0
2000-11-08	Forsa	fdp	7.0
2000-11-08	Forsa	rep	
2000-11-08	Forsa	pir	
2000-11-08	Forsa	spd	41.0
2000-11-03	Emnid	gru	6.0
2000-11-03	Emnid	cdu	37.0
2000-11-03	Emnid	afd	
2000-11-03	Emnid	lin	6.0
2000-11-03	Emnid	son	5.0
2000-11-03	Emnid	fdp	7.0
2000-11-03	Emnid	rep	
2000-11-03	Emnid	pir	
2000-11-03	Emnid	spd	39.0
2000-11-03	Infratestdimap	gru	6.0
2000-11-03	Infratestdimap	cdu	37.0
2000-11-03	Infratestdimap	afd	
2000-11-03	Infratestdimap	lin	6.0
2000-11-03	Infratestdimap	son	5.0
2000-11-03	Infratestdimap	fdp	7.0
2000-11-03	Infratestdimap	rep	
2000-11-03	Infratestdimap	pir	
2000-11-03	Infratestdimap	spd	39.0
2000-11-01	Forsa	gru	6.0
2000-11-01	Forsa	cdu	36.0
2000-11-01	Forsa	afd	
2000-11-01	Forsa	lin	6.0
2000-11-01	Forsa	son	4.0
2000-11-01	Forsa	fdp	7.0
2000-11-01	Forsa	rep	
2000-11-01	Forsa	pir	
2000-11-01	Forsa	spd	41.0
2000-10-27	Emnid	gru	6.0
2000-10-27	Emnid	cdu	38.0
2000-10-27	Emnid	afd	
2000-10-27	Emnid	lin	5.0
2000-10-27	Emnid	son	5.0
2000-10-27	Emnid	fdp	7.0
2000-10-27	Emnid	rep	
2000-10-27	Emnid	pir	
2000-10-27	Emnid	spd	39.0
2000-10-27	Infratestdimap	gru	6.0
2000-10-27	Infratestdimap	cdu	36.0
2000-10-27	Infratestdimap	afd	
2000-10-27	Infratestdimap	lin	6.0
2000-10-27	Infratestdimap	son	5.0
2000-10-27	Infratestdimap	fdp	7.0
2000-10-27	Infratestdimap	rep	
2000-10-27	Infratestdimap	pir	
2000-10-27	Infratestdimap	spd	40.0
2000-10-25	Forsa	gru	6.0
2000-10-25	Forsa	cdu	35.0
2000-10-25	Forsa	afd	
2000-10-25	Forsa	lin	6.0
2000-10-25	Forsa	son	4.0
2000-10-25	Forsa	fdp	8.0
2000-10-25	Forsa	rep	
2000-10-25	Forsa	pir	
2000-10-25	Forsa	spd	41.0
2000-10-20	Emnid	gru	6.0
2000-10-20	Emnid	cdu	38.0
2000-10-20	Emnid	afd	
2000-10-20	Emnid	lin	5.0
2000-10-20	Emnid	son	5.0
2000-10-20	Emnid	fdp	7.0
2000-10-20	Emnid	rep	
2000-10-20	Emnid	pir	
2000-10-20	Emnid	spd	39.0
2000-10-20	Infratestdimap	gru	6.0
2000-10-20	Infratestdimap	cdu	37.0
2000-10-20	Infratestdimap	afd	
2000-10-20	Infratestdimap	lin	5.0
2000-10-20	Infratestdimap	son	5.0
2000-10-20	Infratestdimap	fdp	8.0
2000-10-20	Infratestdimap	rep	
2000-10-20	Infratestdimap	pir	
2000-10-20	Infratestdimap	spd	39.0
2000-10-20	FGW	gru	7.0
2000-10-20	FGW	cdu	37.0
2000-10-20	FGW	afd	
2000-10-20	FGW	lin	4.0
2000-10-20	FGW	son	
2000-10-20	FGW	fdp	6.0
2000-10-20	FGW	rep	
2000-10-20	FGW	pir	
2000-10-20	FGW	spd	43.0
2000-10-18	Forsa	gru	6.0
2000-10-18	Forsa	cdu	35.0
2000-10-18	Forsa	afd	
2000-10-18	Forsa	lin	6.0
2000-10-18	Forsa	son	4.0
2000-10-18	Forsa	fdp	7.0
2000-10-18	Forsa	rep	
2000-10-18	Forsa	pir	
2000-10-18	Forsa	spd	42.0
2000-10-18	Allensbach	gru	6.9
2000-10-18	Allensbach	cdu	34.0
2000-10-18	Allensbach	afd	
2000-10-18	Allensbach	lin	6.0
2000-10-18	Allensbach	son	3.6
2000-10-18	Allensbach	fdp	9.5
2000-10-18	Allensbach	rep	2.0
2000-10-18	Allensbach	pir	
2000-10-18	Allensbach	spd	38.0
2000-10-13	Emnid	gru	6.0
2000-10-13	Emnid	cdu	38.0
2000-10-13	Emnid	afd	
2000-10-13	Emnid	lin	5.0
2000-10-13	Emnid	son	4.0
2000-10-13	Emnid	fdp	7.0
2000-10-13	Emnid	rep	
2000-10-13	Emnid	pir	
2000-10-13	Emnid	spd	40.0
2000-10-13	Infratestdimap	gru	6.0
2000-10-13	Infratestdimap	cdu	38.0
2000-10-13	Infratestdimap	afd	
2000-10-13	Infratestdimap	lin	6.0
2000-10-13	Infratestdimap	son	5.0
2000-10-13	Infratestdimap	fdp	7.0
2000-10-13	Infratestdimap	rep	
2000-10-13	Infratestdimap	pir	
2000-10-13	Infratestdimap	spd	38.0
2000-10-11	Forsa	gru	7.0
2000-10-11	Forsa	cdu	35.0
2000-10-11	Forsa	afd	
2000-10-11	Forsa	lin	5.0
2000-10-11	Forsa	son	5.0
2000-10-11	Forsa	fdp	8.0
2000-10-11	Forsa	rep	
2000-10-11	Forsa	pir	
2000-10-11	Forsa	spd	40.0
2000-10-06	Emnid	gru	6.0
2000-10-06	Emnid	cdu	37.0
2000-10-06	Emnid	afd	
2000-10-06	Emnid	lin	5.0
2000-10-06	Emnid	son	4.0
2000-10-06	Emnid	fdp	7.0
2000-10-06	Emnid	rep	
2000-10-06	Emnid	pir	
2000-10-06	Emnid	spd	41.0
2000-10-06	Infratestdimap	gru	6.0
2000-10-06	Infratestdimap	cdu	39.0
2000-10-06	Infratestdimap	afd	
2000-10-06	Infratestdimap	lin	6.0
2000-10-06	Infratestdimap	son	4.0
2000-10-06	Infratestdimap	fdp	6.0
2000-10-06	Infratestdimap	rep	
2000-10-06	Infratestdimap	pir	
2000-10-06	Infratestdimap	spd	39.0
2000-10-04	Forsa	gru	7.0
2000-10-04	Forsa	cdu	36.0
2000-10-04	Forsa	afd	
2000-10-04	Forsa	lin	5.0
2000-10-04	Forsa	son	5.0
2000-10-04	Forsa	fdp	8.0
2000-10-04	Forsa	rep	
2000-10-04	Forsa	pir	
2000-10-04	Forsa	spd	39.0
2000-09-29	Emnid	gru	6.0
2000-09-29	Emnid	cdu	37.0
2000-09-29	Emnid	afd	
2000-09-29	Emnid	lin	5.0
2000-09-29	Emnid	son	5.0
2000-09-29	Emnid	fdp	7.0
2000-09-29	Emnid	rep	
2000-09-29	Emnid	pir	
2000-09-29	Emnid	spd	40.0
2000-09-29	Infratestdimap	gru	6.0
2000-09-29	Infratestdimap	cdu	37.0
2000-09-29	Infratestdimap	afd	
2000-09-29	Infratestdimap	lin	5.0
2000-09-29	Infratestdimap	son	5.0
2000-09-29	Infratestdimap	fdp	7.0
2000-09-29	Infratestdimap	rep	
2000-09-29	Infratestdimap	pir	
2000-09-29	Infratestdimap	spd	40.0
2000-09-27	Forsa	gru	6.0
2000-09-27	Forsa	cdu	36.0
2000-09-27	Forsa	afd	
2000-09-27	Forsa	lin	6.0
2000-09-27	Forsa	son	5.0
2000-09-27	Forsa	fdp	7.0
2000-09-27	Forsa	rep	
2000-09-27	Forsa	pir	
2000-09-27	Forsa	spd	40.0
2000-09-27	Allensbach	gru	7.4
2000-09-27	Allensbach	cdu	33.1
2000-09-27	Allensbach	afd	
2000-09-27	Allensbach	lin	6.2
2000-09-27	Allensbach	son	2.9
2000-09-27	Allensbach	fdp	9.8
2000-09-27	Allensbach	rep	1.6
2000-09-27	Allensbach	pir	
2000-09-27	Allensbach	spd	39.0
2000-09-22	Emnid	gru	6.0
2000-09-22	Emnid	cdu	36.0
2000-09-22	Emnid	afd	
2000-09-22	Emnid	lin	5.0
2000-09-22	Emnid	son	6.0
2000-09-22	Emnid	fdp	8.0
2000-09-22	Emnid	rep	
2000-09-22	Emnid	pir	
2000-09-22	Emnid	spd	39.0
2000-09-22	Infratestdimap	gru	6.0
2000-09-22	Infratestdimap	cdu	36.0
2000-09-22	Infratestdimap	afd	
2000-09-22	Infratestdimap	lin	5.0
2000-09-22	Infratestdimap	son	5.0
2000-09-22	Infratestdimap	fdp	7.0
2000-09-22	Infratestdimap	rep	
2000-09-22	Infratestdimap	pir	
2000-09-22	Infratestdimap	spd	41.0
2000-09-22	FGW	gru	6.0
2000-09-22	FGW	cdu	42.0
2000-09-22	FGW	afd	
2000-09-22	FGW	lin	4.0
2000-09-22	FGW	son	
2000-09-22	FGW	fdp	5.0
2000-09-22	FGW	rep	
2000-09-22	FGW	pir	
2000-09-22	FGW	spd	39.0
2000-09-20	Forsa	gru	6.0
2000-09-20	Forsa	cdu	34.0
2000-09-20	Forsa	afd	
2000-09-20	Forsa	lin	5.0
2000-09-20	Forsa	son	6.0
2000-09-20	Forsa	fdp	7.0
2000-09-20	Forsa	rep	
2000-09-20	Forsa	pir	
2000-09-20	Forsa	spd	42.0
2000-09-15	Emnid	gru	7.0
2000-09-15	Emnid	cdu	35.0
2000-09-15	Emnid	afd	
2000-09-15	Emnid	lin	5.0
2000-09-15	Emnid	son	6.0
2000-09-15	Emnid	fdp	6.0
2000-09-15	Emnid	rep	
2000-09-15	Emnid	pir	
2000-09-15	Emnid	spd	41.0
2000-09-15	Infratestdimap	gru	6.0
2000-09-15	Infratestdimap	cdu	35.0
2000-09-15	Infratestdimap	afd	
2000-09-15	Infratestdimap	lin	5.0
2000-09-15	Infratestdimap	son	5.0
2000-09-15	Infratestdimap	fdp	8.0
2000-09-15	Infratestdimap	rep	
2000-09-15	Infratestdimap	pir	
2000-09-15	Infratestdimap	spd	41.0
2000-09-13	Forsa	gru	6.0
2000-09-13	Forsa	cdu	32.0
2000-09-13	Forsa	afd	
2000-09-13	Forsa	lin	5.0
2000-09-13	Forsa	son	5.0
2000-09-13	Forsa	fdp	8.0
2000-09-13	Forsa	rep	
2000-09-13	Forsa	pir	
2000-09-13	Forsa	spd	44.0
2000-09-08	Emnid	gru	7.0
2000-09-08	Emnid	cdu	34.0
2000-09-08	Emnid	afd	
2000-09-08	Emnid	lin	5.0
2000-09-08	Emnid	son	5.0
2000-09-08	Emnid	fdp	8.0
2000-09-08	Emnid	rep	
2000-09-08	Emnid	pir	
2000-09-08	Emnid	spd	41.0
2000-09-08	Infratestdimap	gru	6.0
2000-09-08	Infratestdimap	cdu	34.0
2000-09-08	Infratestdimap	afd	
2000-09-08	Infratestdimap	lin	5.0
2000-09-08	Infratestdimap	son	4.0
2000-09-08	Infratestdimap	fdp	8.0
2000-09-08	Infratestdimap	rep	
2000-09-08	Infratestdimap	pir	
2000-09-08	Infratestdimap	spd	43.0
2000-09-06	Forsa	gru	6.0
2000-09-06	Forsa	cdu	34.0
2000-09-06	Forsa	afd	
2000-09-06	Forsa	lin	5.0
2000-09-06	Forsa	son	5.0
2000-09-06	Forsa	fdp	7.0
2000-09-06	Forsa	rep	
2000-09-06	Forsa	pir	
2000-09-06	Forsa	spd	43.0
2000-09-01	Emnid	gru	6.0
2000-09-01	Emnid	cdu	34.0
2000-09-01	Emnid	afd	
2000-09-01	Emnid	lin	5.0
2000-09-01	Emnid	son	6.0
2000-09-01	Emnid	fdp	8.0
2000-09-01	Emnid	rep	
2000-09-01	Emnid	pir	
2000-09-01	Emnid	spd	41.0
2000-09-01	Infratestdimap	gru	6.0
2000-09-01	Infratestdimap	cdu	34.0
2000-09-01	Infratestdimap	afd	
2000-09-01	Infratestdimap	lin	6.0
2000-09-01	Infratestdimap	son	3.0
2000-09-01	Infratestdimap	fdp	8.0
2000-09-01	Infratestdimap	rep	
2000-09-01	Infratestdimap	pir	
2000-09-01	Infratestdimap	spd	43.0
2000-08-30	Forsa	gru	6.0
2000-08-30	Forsa	cdu	33.0
2000-08-30	Forsa	afd	
2000-08-30	Forsa	lin	5.0
2000-08-30	Forsa	son	6.0
2000-08-30	Forsa	fdp	7.0
2000-08-30	Forsa	rep	
2000-08-30	Forsa	pir	
2000-08-30	Forsa	spd	43.0
2000-08-25	Emnid	gru	6.0
2000-08-25	Emnid	cdu	35.0
2000-08-25	Emnid	afd	
2000-08-25	Emnid	lin	6.0
2000-08-25	Emnid	son	5.0
2000-08-25	Emnid	fdp	8.0
2000-08-25	Emnid	rep	
2000-08-25	Emnid	pir	
2000-08-25	Emnid	spd	40.0
2000-08-25	Infratestdimap	gru	6.0
2000-08-25	Infratestdimap	cdu	34.0
2000-08-25	Infratestdimap	afd	
2000-08-25	Infratestdimap	lin	5.0
2000-08-25	Infratestdimap	son	4.0
2000-08-25	Infratestdimap	fdp	8.0
2000-08-25	Infratestdimap	rep	
2000-08-25	Infratestdimap	pir	
2000-08-25	Infratestdimap	spd	43.0
2000-08-25	FGW	gru	6.0
2000-08-25	FGW	cdu	35.0
2000-08-25	FGW	afd	
2000-08-25	FGW	lin	4.0
2000-08-25	FGW	son	
2000-08-25	FGW	fdp	6.0
2000-08-25	FGW	rep	
2000-08-25	FGW	pir	
2000-08-25	FGW	spd	48.0
2000-08-24	Forsa	gru	6.0
2000-08-24	Forsa	cdu	33.0
2000-08-24	Forsa	afd	
2000-08-24	Forsa	lin	5.0
2000-08-24	Forsa	son	5.0
2000-08-24	Forsa	fdp	8.0
2000-08-24	Forsa	rep	
2000-08-24	Forsa	pir	
2000-08-24	Forsa	spd	43.0
2000-08-18	Emnid	gru	6.0
2000-08-18	Emnid	cdu	35.0
2000-08-18	Emnid	afd	
2000-08-18	Emnid	lin	5.0
2000-08-18	Emnid	son	5.0
2000-08-18	Emnid	fdp	8.0
2000-08-18	Emnid	rep	
2000-08-18	Emnid	pir	
2000-08-18	Emnid	spd	41.0
2000-08-18	Infratestdimap	gru	6.0
2000-08-18	Infratestdimap	cdu	35.0
2000-08-18	Infratestdimap	afd	
2000-08-18	Infratestdimap	lin	5.0
2000-08-18	Infratestdimap	son	4.0
2000-08-18	Infratestdimap	fdp	8.0
2000-08-18	Infratestdimap	rep	
2000-08-18	Infratestdimap	pir	
2000-08-18	Infratestdimap	spd	42.0
2000-08-17	Forsa	gru	6.0
2000-08-17	Forsa	cdu	33.0
2000-08-17	Forsa	afd	
2000-08-17	Forsa	lin	5.0
2000-08-17	Forsa	son	5.0
2000-08-17	Forsa	fdp	8.0
2000-08-17	Forsa	rep	
2000-08-17	Forsa	pir	
2000-08-17	Forsa	spd	43.0
2000-08-16	Allensbach	gru	6.9
2000-08-16	Allensbach	cdu	32.4
2000-08-16	Allensbach	afd	
2000-08-16	Allensbach	lin	6.3
2000-08-16	Allensbach	son	2.5
2000-08-16	Allensbach	fdp	10.1
2000-08-16	Allensbach	rep	2.8
2000-08-16	Allensbach	pir	
2000-08-16	Allensbach	spd	39.0
2000-08-11	Emnid	gru	6.0
2000-08-11	Emnid	cdu	34.0
2000-08-11	Emnid	afd	
2000-08-11	Emnid	lin	6.0
2000-08-11	Emnid	son	5.0
2000-08-11	Emnid	fdp	8.0
2000-08-11	Emnid	rep	
2000-08-11	Emnid	pir	
2000-08-11	Emnid	spd	41.0
2000-08-11	Infratestdimap	gru	6.0
2000-08-11	Infratestdimap	cdu	35.0
2000-08-11	Infratestdimap	afd	
2000-08-11	Infratestdimap	lin	5.0
2000-08-11	Infratestdimap	son	4.0
2000-08-11	Infratestdimap	fdp	8.0
2000-08-11	Infratestdimap	rep	
2000-08-11	Infratestdimap	pir	
2000-08-11	Infratestdimap	spd	42.0
2000-08-10	Forsa	gru	6.0
2000-08-10	Forsa	cdu	33.0
2000-08-10	Forsa	afd	
2000-08-10	Forsa	lin	5.0
2000-08-10	Forsa	son	5.0
2000-08-10	Forsa	fdp	9.0
2000-08-10	Forsa	rep	
2000-08-10	Forsa	pir	
2000-08-10	Forsa	spd	42.0
2000-08-04	Emnid	gru	6.0
2000-08-04	Emnid	cdu	35.0
2000-08-04	Emnid	afd	
2000-08-04	Emnid	lin	5.0
2000-08-04	Emnid	son	6.0
2000-08-04	Emnid	fdp	8.0
2000-08-04	Emnid	rep	
2000-08-04	Emnid	pir	
2000-08-04	Emnid	spd	40.0
2000-08-04	Infratestdimap	gru	6.0
2000-08-04	Infratestdimap	cdu	34.0
2000-08-04	Infratestdimap	afd	
2000-08-04	Infratestdimap	lin	5.0
2000-08-04	Infratestdimap	son	4.0
2000-08-04	Infratestdimap	fdp	9.0
2000-08-04	Infratestdimap	rep	
2000-08-04	Infratestdimap	pir	
2000-08-04	Infratestdimap	spd	42.0
2000-08-03	Forsa	gru	6.0
2000-08-03	Forsa	cdu	33.0
2000-08-03	Forsa	afd	
2000-08-03	Forsa	lin	5.0
2000-08-03	Forsa	son	5.0
2000-08-03	Forsa	fdp	8.0
2000-08-03	Forsa	rep	
2000-08-03	Forsa	pir	
2000-08-03	Forsa	spd	43.0
2000-07-28	Emnid	gru	6.0
2000-07-28	Emnid	cdu	35.0
2000-07-28	Emnid	afd	
2000-07-28	Emnid	lin	5.0
2000-07-28	Emnid	son	6.0
2000-07-28	Emnid	fdp	8.0
2000-07-28	Emnid	rep	
2000-07-28	Emnid	pir	
2000-07-28	Emnid	spd	40.0
2000-07-28	Infratestdimap	gru	6.0
2000-07-28	Infratestdimap	cdu	36.0
2000-07-28	Infratestdimap	afd	
2000-07-28	Infratestdimap	lin	6.0
2000-07-28	Infratestdimap	son	4.0
2000-07-28	Infratestdimap	fdp	8.0
2000-07-28	Infratestdimap	rep	
2000-07-28	Infratestdimap	pir	
2000-07-28	Infratestdimap	spd	40.0
2000-07-28	FGW	gru	6.0
2000-07-28	FGW	cdu	39.0
2000-07-28	FGW	afd	
2000-07-28	FGW	lin	3.0
2000-07-28	FGW	son	
2000-07-28	FGW	fdp	6.0
2000-07-28	FGW	rep	
2000-07-28	FGW	pir	
2000-07-28	FGW	spd	46.0
2000-07-27	Forsa	gru	6.0
2000-07-27	Forsa	cdu	33.0
2000-07-27	Forsa	afd	
2000-07-27	Forsa	lin	5.0
2000-07-27	Forsa	son	5.0
2000-07-27	Forsa	fdp	9.0
2000-07-27	Forsa	rep	
2000-07-27	Forsa	pir	
2000-07-27	Forsa	spd	42.0
2000-07-21	Emnid	gru	6.0
2000-07-21	Emnid	cdu	36.0
2000-07-21	Emnid	afd	
2000-07-21	Emnid	lin	5.0
2000-07-21	Emnid	son	5.0
2000-07-21	Emnid	fdp	9.0
2000-07-21	Emnid	rep	
2000-07-21	Emnid	pir	
2000-07-21	Emnid	spd	39.0
2000-07-21	Infratestdimap	gru	7.0
2000-07-21	Infratestdimap	cdu	37.0
2000-07-21	Infratestdimap	afd	
2000-07-21	Infratestdimap	lin	6.0
2000-07-21	Infratestdimap	son	3.0
2000-07-21	Infratestdimap	fdp	8.0
2000-07-21	Infratestdimap	rep	
2000-07-21	Infratestdimap	pir	
2000-07-21	Infratestdimap	spd	39.0
2000-07-20	Forsa	gru	5.0
2000-07-20	Forsa	cdu	33.0
2000-07-20	Forsa	afd	
2000-07-20	Forsa	lin	4.0
2000-07-20	Forsa	son	6.0
2000-07-20	Forsa	fdp	9.0
2000-07-20	Forsa	rep	
2000-07-20	Forsa	pir	
2000-07-20	Forsa	spd	43.0
2000-07-19	Allensbach	gru	7.1
2000-07-19	Allensbach	cdu	32.3
2000-07-19	Allensbach	afd	
2000-07-19	Allensbach	lin	6.8
2000-07-19	Allensbach	son	3.0
2000-07-19	Allensbach	fdp	11.5
2000-07-19	Allensbach	rep	2.2
2000-07-19	Allensbach	pir	
2000-07-19	Allensbach	spd	37.1
2000-07-14	Emnid	gru	6.0
2000-07-14	Emnid	cdu	37.0
2000-07-14	Emnid	afd	
2000-07-14	Emnid	lin	5.0
2000-07-14	Emnid	son	5.0
2000-07-14	Emnid	fdp	9.0
2000-07-14	Emnid	rep	
2000-07-14	Emnid	pir	
